i charge it at night and skip taking the cord with me because of the good battery life .|||O O O O O O O O O B-AP O O O O O O B-AP I-AP O
you can call hp and they want you to buy more software to fix it .|||O O O O O O O O O O O B-AP O O O O
it has been plagued with problems since the day i turned it on .|||O O O O O O O O O O O O O O
this computer is a little more expensive than any pc but it will last you longer and it worth every penny .|||O O O O O O O O O O O O O O O O O O O O O O
it is easy to navigate and update programs .|||O O O O B-AP O B-AP I-AP O
the laptop is gorgeous .|||O O O O O
it 's more expensive but well worth it in the long run .|||O O O O O O O O O O O O O
i 'm making the switch and finding that my biggest problem is trying to do things the old way , and apple does , indeed , have the better idea .|||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
i 've had hp desktop for over 4 yrs now and not one days goes by that i do n't regret buying it .|||O O O O O O O O O O O O O O O O O O O O O O O O
hp did n't fix it .|||O O O O O O
applications respond immediately not like the tired ms applications .|||B-AP O O O O O O B-AP I-AP O
all in all , a very disappointing experience except that i learned how good the geek squad is and also customer service .|||O O O O O O O O O O O O O O O O O O O O B-AP I-AP O
now , i guess , i 'll have to unload my m6809 on some poor , hapless soul .|||O O O O O O O O O O O O O O O O O O O
the only drawback for me is how dirty the screen gets , and rather quickly too .|||O O O O O O O O O B-AP O O O O O O O
the laptop is very lightaspect1 , can easily carry around in a knapsack full of text books and it barely adds any weight .|||O O O O O O O O B-AP O O O O O O O O O O O O O B-AP O
seems to slow down occassionally but can run many applications ie internet tabs , programs , etc simultaneously .|||O O O O O O O O O B-AP O B-AP I-AP O B-AP O O O O
the problems started with just the screen freezing .|||O O O O O O O O O
taking it anywhere was a pain !|||O O O O O O O
i also did not like the loud noises it made or how the bottom of the computer would get really hot .|||O O O O O O O B-AP O O O O O B-AP I-AP I-AP I-AP O O O O O
i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it .|||O O O O O O O O O O O O O O O O O O O O B-AP I-AP O O O O O O O
i previously owned a toshiba and it only lasted about 2 years .|||O O O O O O O O O O O O O
i ca n't imagine my life without it anymore !|||O O O O O O O O O O
defective software .|||O B-AP O
this computer was so challenging to carry and handle .|||O O O O O O B-AP O B-AP O
cords coming out the right for power plus cords coming out front for headphones plus network connection on left make for a very messy setup with cords going every direction .|||B-AP O O O O O B-AP O B-AP O O O O B-AP O B-AP I-AP O O O O O O O B-AP O B-AP O O O O
unless you want to be inconvenienced with a non working power supply which you ca n't find a replacement for because they made the attachment so small .|||O O O O O O O O O O B-AP I-AP O O O O O O O O O O O O O O O O
it is much faster than my desktop which is a core2 quad running at 283 ghz .|||O O O O O O O O O O B-AP I-AP O O O O O
it is good to know that i can mobilize without having to worry about the battery life .|||O O O O O O O O O O O O O O O B-AP I-AP O
i baby my electronics so i know for a fact it was defective and not anything that i did to it .|||O O O O O O O O O O O O O O O O O O O O O O
the screen is nice , side view angles are pretty good .|||O B-AP O O O O O O O O O O
the fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .|||O O O O B-AP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AP O
3 weeks went by and the computer keeps crashing and will not open any applications .|||O O O O O O O O O O O O O O B-AP O
not to mention sometimes the whole charger unit will decide not to work entirely .|||O O O O O O B-AP I-AP O O O O O O O
looks nice , but has a horribly cheap feel .|||B-AP O O O O O O O B-AP O
i would recommend not buying this product .|||O O O O O O O O
its more like a snail crawl .|||O O O O O O O
i have other computers that get strong signals that do n't drop in places that this netbook loses its signal .|||O O O O O O O B-AP O O O O O O O O O O O B-AP O
the feel of this is better than the toshiba , too .|||O B-AP O O O O O O O O O O
i would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality !|||O O O O O O O O O O O O O O O O O O O O O O O O O B-AP O
i upgraded the memory and replaced the base windows 7 starter to win 7 home , and it runs just fine .|||O O O B-AP O O O O B-AP I-AP I-AP O B-AP I-AP I-AP O O O B-AP O O O
i am not sure if it was the drive itself , however ;|||O O O O O O O O B-AP O O O O
so i called , again .|||O O O O O O
also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem .|||O O O O O O O O O B-AP O O O O O O O O O O O O O O O O B-AP I-AP O O O O O O O O O O
it is easy to use , its keyboard easily accommodates large hands , and its weight is fantasic .|||O O O O B-AP O O B-AP O O O O O O O B-AP O O O
called acer many times , they want me to pay the shipping to ship it to their repair center , i was very disappointed since it is a brand new computer !|||O O O O O O O O O O O B-AP O O O O O B-AP I-AP O O O O O O O O O O O O O
i was constantly having to roll back the computer after doing updates .|||O O O O O O O O O O O O O
stay away from envy .|||O O O O O
-got it back 3 months later|||O O O O O O
i have had to send in my laptop three times to get it fixed .|||O O O O O O O O O O O O O O O
when i turned it on , nothing .|||O O O O O O O O
i should have checked this before i installed my applications .|||O O O O O O O O O B-AP O
the battery is really long .|||O B-AP O O O O
anyway , in early july of this year , the dvd burner stopped working , and the computer stared having issues with power supply .|||O O O O O O O O O O B-AP I-AP O O O O O O O O O O B-AP I-AP O
had some trouble finding a case that it would fit in .|||O O O O O B-AP O O O O O O
the 17 in macbook pro has been a wonderful addition .|||O O O O O O O O O O O
this computer that i have has had issues with the keyboard where it lost half the keyboard functions .|||O O O O O O O O O O B-AP O O O O O B-AP O O
1st time they got it working the next 5 month they had me send it in .|||O O O O O O O O O O O O O O O O O
comes with imovie ;|||O O B-AP O
i just love my mac !|||O O O O O O
i can not even read what i am writing half of the time .|||O O O O O O O O O O O O O O
macs are amazing ! ! !|||O O O O O O
my hp g60-244dx died after only 16 months .|||O O O O O O O O O
they freeze all the time .|||O O O O O O
this one , in my opinion , might be a lemon !|||O O O O O O O O O O O O
the book is useless .|||O O O O O
computer has been at service facility more than in my hands .|||O O O O B-AP I-AP O O O O O O
this laptop is very large and barely fits in any carrying cases .|||O O O O O O O O O O O O O
when i called sony the customer service was great .|||O O O O O B-AP I-AP O O O
even though i had the receipt in front of me proving it still had 2 months left on the warranty .|||O O O O O O O O O O O O O O O O O O O B-AP O
i sent it to them to fix in perfect condition but for what was wrong with it .|||O O O O O O O O O O O O O O O O O O
it is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer .|||O O O O O O B-AP O O B-AP O B-AP I-AP I-AP O O O O O O O O O O O
my computer froze on several occasion , had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all .|||O O O O O O O O B-AP O O O O O O O O O O O O O O O O O O O O
not even safe mode boots .|||O O B-AP I-AP O O
which was way too much money .|||O O O O O O O
to those thinking about switching , do it and do not look back !|||O O O O O O O O O O O O O O
this is an over-sized , 18-inch laptop .|||O O O O O B-AP O O
i had to pay $ 100 for a universal charger for this cheap $ 300 laptop .|||O O O O O O O O B-AP I-AP O O O O O O O
the powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary .|||O B-AP O O O O O O O O O O O O O O O O O O O O
1you can not change your desktop background window's 7 starter does not support that function .|||O O O O O B-AP I-AP I-AP I-AP I-AP O O O O B-AP O
took me 11 hours , 3 trips to different fedex offices , and brutal conversations with 14 of the worse it support technicians in the world .|||O O O O O O O O O O O O O O O O O O O O B-AP I-AP I-AP O O O O
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running .|||O O O O O O O B-AP O O O O O O O O O O O O B-AP O O O O O O O
one year of trying to fix the computer by myself , with help of friends , and even help from computer experts i have given up on trying to fix it .|||O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
as usual at customer service center , she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague i could see them .|||O O O B-AP I-AP I-AP O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
